gene_symbol,Duoxa2
parameter_id,JAXLA_DXA_009_001
parameter_name,Fat/Body weight
analysis_id,z9rx4f5eu0008wn
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5846841
gene_accession_id,MGI:1914061
