parameter_name,Periphery distance travelled
analysis_id,2wo3366zbv7j0i0
pvalue,0.7612309
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_010_001
gene_symbol,Mgst2
mouse_life_stage,Early adult
gene_accession_id,MGI:2448481
