gene_symbol,Cdin1
parameter_name,Calcium
gene_accession_id,MGI:3026886
pvalue,0.7582506
mouse_life_stage,E9.5
parameter_id,HMGULA_CBC_009_001
mouse_strain,C57BL
analysis_id,2pktq56k9s50zv1
