parameter_name,Embryo Size
pvalue,0.9867505
gene_symbol,Cntfr
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GEL_032_001
analysis_id,112pp9f90qml660
