parameter_id,IMPC_XRY_024_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1916846
gene_symbol,Ap5s1
parameter_name,Femur
analysis_id,940g500wd4gwarq
mouse_strain,C57BL
pvalue,0.4433745
