parameter_id,MGP_MLN_010_001
gene_symbol,Fgb
gene_accession_id,MGI:99501
analysis_id,0a759519m4b3n28
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of Treg
mouse_strain,C57BL
pvalue,0.6996783
