gene_symbol,Jun
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:96646
analysis_id,915o9f99h53jjdd
parameter_id,IMPC_CSD_028_001
pvalue,0.2070993
parameter_name,Snout size
