parameter_id,JAX_OFD_016_001
gene_accession_id,MGI:1914583
mouse_life_stage,Early adult
pvalue,0.6873718
gene_symbol,Stk35
mouse_strain,C57BL
analysis_id,05qvn75p69q2086
parameter_name,Center permanence time
