mouse_strain,129SV
gene_accession_id,MGI:1332236
gene_symbol,Cds2
parameter_id,ICS_FEA_016_001
analysis_id,ln26688d22d07r5
parameter_name,% Freezing duration habituation-1
pvalue,0.2916438
mouse_life_stage,Early adult
