parameter_id,IMPC_IMM_063_001
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3432474
parameter_name,B Cells
gene_symbol,Cds2
analysis_id,dru0n9u1a90sz00
