gene_symbol,Orc2
gene_accession_id,MGI:1328306
mouse_strain,C57BL
analysis_id,16760124ib57n07
pvalue,0.6284414
mouse_life_stage,E9.5
parameter_name,Shape of vertebrae
parameter_id,IMPC_XRY_018_001
