gene_symbol,Sfpq
parameter_id,JAX_OFD_017_001
pvalue,0.134054
gene_accession_id,MGI:1918764
mouse_life_stage,Early adult
parameter_name,Center average speed
mouse_strain,C57BL
analysis_id,zy1900w7246tyy2
