parameter_id,IMPC_DXA_003_001
mouse_strain,C57BL
parameter_name,Lean mass
mouse_life_stage,Early adult
pvalue,0.2691233
analysis_id,wn05hrbm8z9897b
gene_symbol,Col6a3
gene_accession_id,MGI:88461
