gene_symbol,Wars2
parameter_id,JAX_LDT_009_001
mouse_strain,C55BL
analysis_id,nj467rk6u6sh272
gene_accession_id,MGI:1917810
parameter_name,Percent time in light
pvalue,0.6887266
mouse_life_stage,E9.5
