parameter_name,Startle response
pvalue,0.3259666
gene_symbol,Tbl1xr1
mouse_strain,C57BL
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
parameter_id,IMPC_CSD_036_001
analysis_id,x8m76lsz0fyq0iq
