gene_symbol,Amigo1
analysis_id,o2ey5v8y77ay5s8
mouse_life_stage,Early adult
parameter_id,IMPC_HWT_008_001
parameter_name,Heart weight
mouse_strain,C57BL
gene_accession_id,MGI:2653612
pvalue,0.8071075
