parameter_id,IMPC_CSD_036_001
pvalue,1.33401e-05
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,y8b3f06558m9q25
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
parameter_name,Startle response
