gene_symbol,Bpifa3
pvalue,0.2221124
mouse_strain,C57BL
parameter_id,M-G-P_016_001_005
analysis_id,08c6v2l46j7572b
gene_accession_id,MGI:1920638
parameter_name,Mean-cell-volume
mouse_life_stage,Early adult
