gene_symbol,Eprs1
analysis_id,64fhaf8y3mxp2zl
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Embryo Size
pvalue,0.5598635
parameter_id,IMPC_GEL_032_001
mouse_life_stage,E12.5
