gene_symbol,Lpgat1
mouse_life_stage,Middle aged adult
pvalue,0.3776908
mouse_strain,C57BL
parameter_name,Distance travelled - total
parameter_id,JAX_OFD_020_001
analysis_id,qw1yk7n40k355z6
gene_accession_id,MGI:2446186
