gene_symbol,Dnajc6
mouse_strain,C57BL
pvalue,0.4616023
parameter_id,HRWLLA_OFD_013_001
parameter_name,Periphery average speed
analysis_id,cupvg4g9j3635t5
gene_accession_id,MGI:1919935
mouse_life_stage,Early adult
