gene_symbol,Fgb
mouse_strain,C57BL
parameter_name,Periphery resting time
gene_accession_id,MGI:99501
pvalue,0.6077399
parameter_id,IMPC_OFD_011_001
mouse_life_stage,E15.5
analysis_id,35lb6rzhq373nk0
