parameter_name,Startle response
pvalue,0.8229854
parameter_id,HMGULA_SHI_009_001
gene_symbol,Steap3
mouse_strain,C57BL
gene_accession_id,MGI:1915678
mouse_life_stage,Early adult
analysis_id,o09w17ipp9lmiyx
