gene_symbol,Frmpd1
pvalue,0.7849357
mouse_strain,C57BL
parameter_name,CD8+ alpha beta T cell percentage
mouse_life_stage,Early adult
parameter_id,MGP_PBI_004_001
analysis_id,4005630132j5u2l
gene_accession_id,MGI:2446274
