mouse_life_stage,Middle aged adult
analysis_id,3h414ve01em74k9
mouse_strain,C57BL
gene_symbol,Nucks1
parameter_name,Follicular B cells - % of CD45+
pvalue,0.9242392
gene_accession_id,MGI:1934811
parameter_id,MGP_IMM_112_001
