gene_symbol,Bach2
pvalue,0.425808
analysis_id,5j36p5943hqd679
mouse_strain,C57BL
parameter_id,IMPC_GPO_002_001
gene_accession_id,MGI:894679
parameter_name,Placenta Morphology
mouse_life_stage,Early adult
