gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_name,NK Subsets (Q2)
pvalue,0.1556251
analysis_id,25b1cnh3e18485z
gene_accession_id,MGI:1917604
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_055_001
