parameter_name,Chloride
mouse_strain,129SV
analysis_id,vkrgi114y1x402p
pvalue,0.3358011
parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
mouse_life_stage,Early adult
