mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
mouse_strain,C57BL
parameter_id,MGP_PBI_002_001
pvalue,0.3965129
analysis_id,u1979g4tz7k38i2
gene_symbol,Zyg11b
parameter_name,Alpha beta T cell percentage
