parameter_id,IMPC_GRS_011_001
gene_accession_id,MGI:3046938
mouse_strain,C57BL
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
pvalue,0.2285492
gene_symbol,Hrnr
analysis_id,7j6110053ut4fj1
mouse_life_stage,Early adult
