gene_symbol,Mgst2
parameter_id,IMPC_IMM_051_001
gene_accession_id,MGI:2448481
mouse_life_stage,Early adult
pvalue,0.2570846
parameter_name,Monocytes
mouse_strain,C57BL
analysis_id,82x7b8pa8w3eaj9
