parameter_id,IMPC_DXA_004_001
mouse_strain,C56BL
analysis_id,n32p9090j257f72
gene_symbol,Col6a3
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:88461
pvalue,0.7317034
