gene_symbol,Psmd14
parameter_name,Total T cell percentage
pvalue,0.6420226
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1913284
analysis_id,q0128suxuvp8m84
parameter_id,MGP_PBI_001_001
