parameter_name,Retina (combined)
gene_symbol,Zmynd19
parameter_id,IMPC_EYE_092_002
mouse_life_stage,Early adult
gene_accession_id,MGI:1914437
pvalue,0.07467172
analysis_id,q589ehy89y4civi
mouse_strain,C57BL
