gene_symbol,Bpifa3
mouse_life_stage,Early adult
analysis_id,867zx10h08ptre0
mouse_strain,129SV
pvalue,0.5757664
parameter_name,Neural tube morphology
gene_accession_id,MGI:1920638
parameter_id,IMPC_GEL_060_001
