parameter_name,Periphery resting time
analysis_id,05csu6j7lbl8353
gene_symbol,Usp37
gene_accession_id,MGI:2442483
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_011_001
mouse_life_stage,Early adult
pvalue,0.634328
