gene_symbol,Slc28a2
gene_accession_id,MGI:1913105
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_010
pvalue,0.3366093
parameter_name,lens opacity
analysis_id,lfapko903f3lp4k
