gene_accession_id,MGI:1924360
gene_symbol,Gpbp1l1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_015_001
pvalue,0.2713507
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,30bkdq99tm2qhcw
