gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_name,CD11b-high cDC - % of CD45+
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,w0q5y5e1a0r3w8g
parameter_id,MGP_IMM_129_001
pvalue,0.6245668
