parameter_name,Startle response
pvalue,0.1247237
parameter_id,HMGULA_SHI_009_001
gene_symbol,Rgs20
gene_accession_id,MGI:1929866
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,eqtxxt8sjm341jo
