parameter_id,JAXLA_CSD_022_001
parameter_name,Hindlimbs - size
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,w4g45p9sbq23k88
gene_accession_id,MGI:1919935
gene_symbol,Dnajc6
pvalue,0.3037019
