parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
gene_symbol,Ift74
gene_accession_id,MGI:1914944
analysis_id,403d943jo97qg1u
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4027367
