parameter_name,Whole arena resting time
mouse_strain,C57BL
gene_symbol,Pum1
gene_accession_id,MGI:1931749
analysis_id,79eg1k479mqs133
mouse_life_stage,Early adult
pvalue,0.1345021
parameter_id,HRWLLA_OFD_007_001
