parameter_id,IMPC_GEP_076_001
mouse_strain,C57BL
gene_symbol,Rufy4
gene_accession_id,MGI:3588214
mouse_life_stage,Early adult
analysis_id,08804p4c9k77094
parameter_name,Cleft palate
pvalue,0.08509746
