parameter_id,IMPC_ECH_005_001
mouse_life_stage,Early adult
pvalue,0.3370572
analysis_id,485j71cenir3y99
gene_accession_id,MGI:2670995
gene_symbol,Trp53i11
parameter_name,Fractional Shortening
mouse_strain,C57BL
