gene_symbol,Lurap1
gene_accession_id,MGI:1915325
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
analysis_id,8ik8183bjq94238
parameter_id,IMPC_OFD_012_001
pvalue,0.2028006
