parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:1918764
mouse_strain,C57BL
pvalue,0.8506181
analysis_id,70s142694pm8j60
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_006_001
gene_symbol,Sfpq
