gene_symbol,Fgb
pvalue,0.9273898
mouse_life_stage,E12.5
analysis_id,64924062s8n3q4u
gene_accession_id,MGI:99501
mouse_strain,C57BL
parameter_name,Periphery distance travelled
parameter_id,IMPC_OFD_010_001
