parameter_id,MGP_PBI_003_001
pvalue,0.9367611
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Lpgat1
analysis_id,1de6p4q2rn49q43
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:2446186
