gene_symbol,Sass6
pvalue,0.6621128
analysis_id,822j8i0d7z3hf89
parameter_id,MGP_IMM_011_001
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_name,Resting Treg cells - % of Treg
mouse_life_stage,E9.5
