gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
analysis_id,jyojt86mh15h1tp
pvalue,0.3625537
gene_accession_id,MGI:2684980
parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
