parameter_id,M-G-P_007_001_011
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
gene_symbol,Col6a3
mouse_strain,C57BL
parameter_name,center - resting time
analysis_id,a0t655kt4095j59
pvalue,0.3599637
