parameter_name,Weight
mouse_strain,C57BL
gene_symbol,Bmi1
gene_accession_id,MGI:88174
pvalue,0.6024407
parameter_id,M-G-P_005_001_001
mouse_life_stage,E12.5
analysis_id,mqswx10nm656fk1
