mouse_life_stage,Late adult
analysis_id,kd31c4e02noq66r
parameter_name,% Pre-pulse inhibition - PPI2
gene_accession_id,MGI:1917604
pvalue,0.7651
gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_id,IMPC_ACS_034_001
