gene_symbol,Trim46
parameter_name,Mean-corpuscular-haemoglobin
pvalue,0.935783
analysis_id,21j45c6u4xd45e6
gene_accession_id,MGI:2673000
mouse_strain,C57BL
parameter_id,M-G-P_016_001_006
mouse_life_stage,Early adult
