parameter_id,IMPC_HEM_031_001
pvalue,0.4723531
mouse_strain,C57BL
analysis_id,eo0xq61jkss4e56
mouse_life_stage,E12.5
parameter_name,Lymphocyte differential count
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
