parameter_id,MGP_PBI_040_001
gene_symbol,Atf3
gene_accession_id,MGI:109384
pvalue,0.8897404
analysis_id,8kiu5143l00s7c8
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Eosinophil number
