parameter_name,Periphery resting time
mouse_life_stage,E12.5
analysis_id,7bl13s4eug4y17v
mouse_strain,C57BL
gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_id,ESLIM_007_001_007
pvalue,0.7272436
