mouse_life_stage,Middle aged adult
parameter_id,IMPC_ECG_008_001
parameter_name,ST
mouse_strain,C57BL
pvalue,0.7767785
gene_accession_id,MGI:2140475
gene_symbol,AU040320
analysis_id,5f3dd3v36t0up32
