gene_symbol,Frmpd1
analysis_id,2oo1x6r23vg8u88
mouse_strain,C57BL
pvalue,0.07814514
gene_accession_id,MGI:2446274
parameter_id,JAX_OFD_012_001
mouse_life_stage,Early adult
parameter_name,Periphery permanence time
