gene_symbol,Mapkap1
parameter_id,IMPC_IMM_052_001
gene_accession_id,MGI:2444554
mouse_strain,C57BL
analysis_id,7842117wj7966j7
parameter_name,Eosinophils
mouse_life_stage,E15.5
pvalue,0.8484451
