gene_symbol,Mecom
parameter_name,Center permanence time
parameter_id,IMPC_OFD_016_001
pvalue,0.5480921
gene_accession_id,MGI:95457
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,n5mrydh24h062tk
