gene_symbol,Mecom
parameter_name,Hindlimb nail - number
parameter_id,IMPC_CSD_051_002
mouse_strain,C57BL
gene_accession_id,MGI:95457
analysis_id,7lm4bdf41ao6yur
mouse_life_stage,E12.5
pvalue,0.3347824
