gene_symbol,Frmpd1
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels
parameter_id,IMPC_EYE_024_001
pvalue,0.1729847
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
analysis_id,t9wd6k347dq4851
